	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 5000 probes.

transport-opt08-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
237		2			----zero_info----
250		5			----zero_info----
258		7			----zero_info----
260		9			----zero_info----
263		13			----zero_info----
265		15			----zero_info----
271		20			----zero_info----
273		25			----zero_info----
275		28			----zero_info----
276		33			----zero_info----
278		40			----zero_info----
283		42			----zero_info----
284		51			----zero_info----
285		52			----zero_info----
286		70			----zero_info----
287		73			----zero_info----
288		74			----zero_info----
289		88			----zero_info----
290		89			----zero_info----
291		106			----zero_info----
292		109			----zero_info----
293		110			----zero_info----
294		113			----zero_info----
295		114			----zero_info----
296		127			----zero_info----
297		142			----zero_info----
298		151			----zero_info----
299		172			----zero_info----
300		185			----zero_info----
301		197			----zero_info----
302		219			----zero_info----
303		235			----zero_info----
304		277			----zero_info----
305		297			----zero_info----
306		312			----zero_info----
307		355			----zero_info----
308		371			----zero_info----
309		424			----zero_info----
310		475			----zero_info----
311		506			----zero_info----
312		604			----zero_info----
313		663			----zero_info----
314		743			----zero_info----
315		831			----zero_info----
316		899			----zero_info----
317		1057			----zero_info----
318		1171			----zero_info----
319		1289			----zero_info----
320		1445			----zero_info----
321		1602			----zero_info----
322		1829			----zero_info----
323		2060			----zero_info----
324		2327			----zero_info----
325		2696			----zero_info----
326		3045			----zero_info----
327		3421			----zero_info----
328		3906			----zero_info----
329		4473			----zero_info----
330		5211			----zero_info----
331		5982			----zero_info----
332		6935			----zero_info----
333		8121			----zero_info----
334		9472			----zero_info----
335		11291			----zero_info----
336		13558			----zero_info----
337		16525			----zero_info----
338		21056			----zero_info----
339		27913			----zero_info----
340		39550			----zero_info----
341		60936			----zero_info----
342		101221			----zero_info----
343		181953			----zero_info----
344		342354			----zero_info----
345		672613			----zero_info----
346		1.34226e+06			----zero_info----

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
267		2			----zero_info----
272		4			----zero_info----
279		7			----zero_info----
281		10			----zero_info----
283		16			----zero_info----
284		21			----zero_info----
286		26			----zero_info----
287		28			----zero_info----
288		41			----zero_info----
290		44			----zero_info----
291		48			----zero_info----
293		57			----zero_info----
294		61			----zero_info----
295		91			----zero_info----
296		118			----zero_info----
297		128			----zero_info----
298		150			----zero_info----
299		182			----zero_info----
300		243			----zero_info----
301		286			----zero_info----
302		316			----zero_info----
303		347			----zero_info----
304		420			----zero_info----
305		454			----zero_info----
306		466			----zero_info----
307		516			----zero_info----
308		567			----zero_info----
309		641			----zero_info----
310		817			----zero_info----
311		979			----zero_info----
312		1210			----zero_info----
313		1394			----zero_info----
314		1611			----zero_info----
315		2050			----zero_info----
316		2530			----zero_info----
317		2953			----zero_info----
318		3294			----zero_info----
319		3697			----zero_info----
320		4208			----zero_info----
321		4525			----zero_info----
322		4982			----zero_info----
323		5548			----zero_info----
324		6540			----zero_info----
325		7538			----zero_info----
326		8586			----zero_info----
327		10151			----zero_info----
328		12224			----zero_info----
329		14526			----zero_info----
330		17167			----zero_info----
331		20121			----zero_info----
332		24466			----zero_info----
333		28114			----zero_info----
334		32427			----zero_info----
335		36397			----zero_info----

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
282		3			----zero_info----
284		5			----zero_info----
285		10			----zero_info----
286		19			----zero_info----
287		21			----zero_info----
292		25			----zero_info----
294		31			----zero_info----
295		33			----zero_info----
296		41			----zero_info----
297		44			----zero_info----
298		53			----zero_info----
299		62			----zero_info----
300		77			----zero_info----
301		82			----zero_info----
302		124			----zero_info----
303		153			----zero_info----
304		187			----zero_info----
305		212			----zero_info----
306		228			----zero_info----
307		246			----zero_info----
308		290			----zero_info----
309		346			----zero_info----
310		437			----zero_info----
311		496			----zero_info----
312		572			----zero_info----
313		619			----zero_info----
314		737			----zero_info----
315		850			----zero_info----
316		977			----zero_info----
317		1087			----zero_info----
318		1348			----zero_info----
319		1585			----zero_info----
320		1945			----zero_info----
321		2247			----zero_info----
322		2542			----zero_info----
323		2913			----zero_info----
324		3370			----zero_info----
325		3845			----zero_info----
326		4581			----zero_info----
327		5294			----zero_info----
328		6039			----zero_info----
329		6691			----zero_info----
330		7803			----zero_info----
331		9083			----zero_info----
332		10693			----zero_info----
333		12468			----zero_info----
334		14350			----zero_info----
335		16275			----zero_info----
336		19138			----zero_info----
337		22478			----zero_info----
338		26540			----zero_info----
339		30663			----zero_info----
340		34949			----zero_info----
341		40168			----zero_info----
342		46774			----zero_info----

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
297		4			----zero_info----
300		9			----zero_info----
303		11			----zero_info----
305		13			----zero_info----
306		17			----zero_info----
314		19			----zero_info----
315		21			----zero_info----
320		24			----zero_info----
321		26			----zero_info----
322		42			----zero_info----
323		44			----zero_info----
325		75			----zero_info----
326		80			----zero_info----
327		82			----zero_info----
328		104			----zero_info----
329		110			----zero_info----
330		121			----zero_info----
331		151			----zero_info----
332		155			----zero_info----
333		163			----zero_info----
334		175			----zero_info----
335		179			----zero_info----
336		185			----zero_info----
337		188			----zero_info----
338		195			----zero_info----
339		221			----zero_info----
340		238			----zero_info----
341		242			----zero_info----
342		257			----zero_info----
343		262			----zero_info----
344		269			----zero_info----
345		309			----zero_info----
346		368			----zero_info----
347		458			----zero_info----
348		558			----zero_info----
349		776			----zero_info----
350		1182			----zero_info----
351		1829			----zero_info----
352		3174			----zero_info----
353		6018			----zero_info----
354		11954			----zero_info----
355		24281			----zero_info----
356		50372			----zero_info----
357		104380			----zero_info----
358		218606			----zero_info----
359		455363			----zero_info----
360		953753			----zero_info----
361		1.98389e+06			----zero_info----

p25.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
255		2			2
277		5			5
278		9			9
279		14			14
280		22			22.0786
281		36			35.8164
282		51			50.3198
283		69			68.994
284		90			89.8088
285		113			112.049
286		140			139.255
287		169			167.625
288		202			200.658
289		237			235.632
290		276			270.92
291		319			314.724
292		366			361.455
293		416			402.491
294		471			460.028
295		534			519.234
296		603			598.929
297		683			666.071
298		770			755.678
299		875			840.864
300		989			989.316
301		1129			1145.97
302		1288			1174.07
303		1498			1554.35
304		1761			1784.3
305		2137			1896.94
306		2701			2961.87
307		3675			3450.75
308		5440			5313
309		8913			8217.15
310		15940			14172.9
311		30602			28701.1
312		61434			72894.6
313		126765			119661

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
266		3			3
297		7			7
305		9			9
312		13			13
313		17			17
320		19			19
321		21			21
322		23			23
323		25			25
324		27			27
325		29			29
326		35			35
327		37			37
328		45			44.9328
329		47			46.9328
330		55			54.856
331		61			61.0976
332		63			63.0272
333		65			64.8592
334		67			66.856
335		69			68.8656
336		81			81.1248
337		83			82.9552
338		85			84.9056
339		87			86.8752
340		95			94.7408
341		105			105.005
342		107			106.915
343		113			112.954
344		133			133.315
345		143			142.855
346		149			148.365
347		159			158.658
348		161			160.62
349		163			162.674
350		165			164.185
351		177			177.237
352		181			180.004
353		185			182.783
354		189			187.286
355		193			191.974
356		197			194.316
357		209			208.407
358		223			223.032
359		269			269.715
360		297			294.733
361		331			329.19
362		359			355.359
363		379			379.398
364		411			408.269
365		447			441.985
366		475			470.785
367		521			524.89
368		561			565.734
369		605			609.714
370		667			685.96
371		745			761.738
372		813			847.33
373		881			857.056
374		991			867.43
375		1121			1182.87
376		1263			1238.63
377		1347			1191.4
378		1465			1391.56
379		1561			1653.7
380		1675			1448.19
381		1781			1677.16
382		1929			3362.45
383		2067			1886.48
384		2215			1483.24
385		2401			1742.46
386		2645			1995.84
387		2895			2114.63
388		3253			2337.55
389		3587			2591.39
390		4087			3096.93
391		4655			3891.52
392		5175			3950.45
393		5925			4745.14
394		6617			4896.32
395		7477			5052.15
396		8385			6758.49
397		9397			7981.74
398		10559			7474.89
399		11855			6910.34
400		13355			8053.29
401		15063			11698.3
402		16983			13396.4
403		19323			11674.5
404		21929			16858.9
405		25275			15860
406		28837			27671.9
407		32895			16867.5
408		37581			16076.9
409		42853			42040.5
410		49153			26946.2
411		56109			201834
412		64001			103341
413		72943			30575
414		83193			49506.5
415		94921			34074.6
416		108173			43689.3
417		123297			84919.9
418		140187			44719.5
419		159615			92972.9
420		181871			58315
421		206771			50910.8
422		235531			84704.5
423		267111			143950
424		303369			126189
425		344435			165303
426		390545			105996
427		443363			242935
428		502663			373410
429		570481			189833
430		647073			836671
431		734215			197214
432		833527			292864
433		946065			197926
434		1.07531e+06			293378
435		1.22177e+06			226066
436		1.38882e+06			280527
437		1.57977e+06			310982
438		1.79586e+06			352262
439		2.04477e+06			391629
440		2.32646e+06			1.00605e+06

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
235		1			1
249		2			2
259		3			3
265		4			----zero_info----
273		8			----zero_info----
274		10			----zero_info----
275		13			----zero_info----
276		17			----zero_info----
277		23			----zero_info----
278		27			----zero_info----
279		34			----zero_info----
280		39			----zero_info----
281		45			----zero_info----
282		52			----zero_info----
283		63			----zero_info----
284		70			----zero_info----
285		78			----zero_info----
286		86			----zero_info----
287		95			----zero_info----
288		104			----zero_info----
289		114			----zero_info----
290		129			----zero_info----
291		144			----zero_info----
292		155			----zero_info----
293		167			----zero_info----
294		179			----zero_info----
295		194			----zero_info----
296		209			----zero_info----
297		239			----zero_info----
298		266			----zero_info----
299		308			----zero_info----
300		357			----zero_info----
301		432			----zero_info----
302		515			----zero_info----
303		638			----zero_info----
304		774			----zero_info----
305		964			----zero_info----
306		1168			----zero_info----
307		1444			----zero_info----
308		1732			----zero_info----
309		2106			----zero_info----
310		2495			----zero_info----
311		2980			----zero_info----
312		3490			----zero_info----
313		4124			----zero_info----
314		4788			----zero_info----
315		5613			----zero_info----
316		6482			----zero_info----
317		7541			----zero_info----
318		8676			----zero_info----
319		10057			----zero_info----
320		11533			----zero_info----
321		13367			----zero_info----
322		15361			----zero_info----
323		17849			----zero_info----
324		20611			----zero_info----
325		24118			----zero_info----
326		28010			----zero_info----
327		33021			----zero_info----
328		38655			----zero_info----
329		45989			----zero_info----
330		54416			----zero_info----
331		65731			----zero_info----
332		79479			----zero_info----
333		99383			----zero_info----
334		127095			----zero_info----
335		173079			----zero_info----
336		250290			----zero_info----
337		397323			----zero_info----
338		680014			----zero_info----
339		1.26002e+06			----zero_info----
340		2.44232e+06			----zero_info----

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
65		1			1
66		2			2
67		3			3
68		4			4
69		5			5
70		6			6
71		7			7
72		8			8
73		9			9
74		10			10
75		11			11
76		12			12
77		13			13
78		14			14
79		15			15
80		16			16
81		18			17.784
82		21			20.5828
83		26			25.9624
84		34			33.5952
85		45			44.1144
86		61			60.96
87		83			83.9416
88		111			108.256
89		149			177.112
90		200			339.528
91		273			210.151
92		383			323.141
93		560			492.811
94		863			690.828
95		1412			1174.25
96		2446			1990.31
97		4439			3303.51
98		8340			6596.13
99		16045			14130.1
100		31345			29900.8
101		61819			150286
102		122628			163940
103		244112			198352
104		486961			394694
105		972679			1.23847e+06
106		1.94428e+06			1.80352e+06
107		3.88834e+06			2.78066e+06
108		7.77814e+06			5.11064e+06

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
68		2			2
69		5			5
70		9			9
71		14			14
72		20			20
73		27			27
74		35			35
75		44			44
76		54			54
77		65			65
78		77			----zero_info----
79		90			----zero_info----
80		104			----zero_info----
81		119			----zero_info----
82		138			----zero_info----
83		159			----zero_info----
84		188			----zero_info----
85		221			----zero_info----
86		271			----zero_info----
87		331			----zero_info----
88		422			----zero_info----
89		538			----zero_info----
90		718			----zero_info----
91		986			----zero_info----
92		1443			----zero_info----
93		2222			----zero_info----
94		3651			----zero_info----
95		6300			----zero_info----
96		11394			----zero_info----
97		21268			----zero_info----
98		40702			----zero_info----
99		79106			----zero_info----
100		155493			----zero_info----
101		307716			----zero_info----
102		611935			----zero_info----
103		1.22046e+06			----zero_info----
104		2.43927e+06			----zero_info----
105		4.8815e+06			----zero_info----
106		9.77825e+06			----zero_info----
107		1.95988e+07			----zero_info----
108		3.93005e+07			----zero_info----

p22.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
212		1			----zero_info----
213		2			----zero_info----
214		3			----zero_info----
215		4			----zero_info----
216		5			----zero_info----
217		6			----zero_info----
218		7			----zero_info----
219		8			----zero_info----
220		9			----zero_info----
221		10			----zero_info----
222		11			----zero_info----
223		12			----zero_info----
224		13			----zero_info----
225		14			----zero_info----
226		15			----zero_info----
227		16			----zero_info----
228		17			----zero_info----
229		18			----zero_info----
230		19			----zero_info----
231		20			----zero_info----
