	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 10 probes.

transport-opt08-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
237		2			----zero_info----
250		5			----zero_info----
258		7			----zero_info----
260		9			----zero_info----
263		13			----zero_info----
265		15			----zero_info----
271		20			----zero_info----
273		25			----zero_info----
275		28			----zero_info----
276		33			25.7
278		40			----zero_info----
283		42			----zero_info----
284		51			----zero_info----
285		52			----zero_info----
286		70			----zero_info----
287		73			----zero_info----
288		74			----zero_info----
289		88			----zero_info----
290		89			----zero_info----
291		106			----zero_info----
292		109			----zero_info----
293		110			----zero_info----
294		113			----zero_info----
295		114			----zero_info----
296		127			----zero_info----
297		142			----zero_info----
298		151			----zero_info----
299		172			----zero_info----
300		185			----zero_info----
301		197			----zero_info----
302		219			----zero_info----
303		235			----zero_info----
304		277			----zero_info----
305		297			----zero_info----
306		312			----zero_info----
307		355			----zero_info----
308		371			----zero_info----
309		424			----zero_info----
310		475			----zero_info----
311		506			----zero_info----
312		604			----zero_info----
313		663			----zero_info----
314		743			----zero_info----
315		831			----zero_info----
316		899			----zero_info----
317		1057			----zero_info----
318		1171			----zero_info----
319		1289			----zero_info----
320		1445			----zero_info----
321		1602			----zero_info----
322		1829			----zero_info----
323		2060			----zero_info----
324		2327			----zero_info----
325		2696			----zero_info----
326		3045			----zero_info----
327		3421			----zero_info----
328		3906			----zero_info----
329		4473			----zero_info----
330		5211			----zero_info----
331		5982			----zero_info----
332		6935			----zero_info----
333		8121			----zero_info----
334		9472			----zero_info----
335		11291			----zero_info----
336		13558			----zero_info----
337		16525			----zero_info----
338		21056			----zero_info----
339		27913			----zero_info----
340		39550			----zero_info----
341		60936			----zero_info----
342		101221			----zero_info----
343		181953			----zero_info----
344		342354			----zero_info----
345		672613			----zero_info----
346		1.34226e+06			----zero_info----

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
267		2			2
272		4			----zero_info----
279		7			----zero_info----
281		10			----zero_info----
283		16			16
284		21			21.4
286		26			26.6
287		28			24.4
288		41			41
290		44			----zero_info----
291		48			----zero_info----
293		57			----zero_info----
294		61			----zero_info----
295		91			----zero_info----
296		118			----zero_info----
297		128			----zero_info----
298		150			----zero_info----
299		182			----zero_info----
300		243			----zero_info----
301		286			----zero_info----
302		316			----zero_info----
303		347			----zero_info----
304		420			----zero_info----
305		454			----zero_info----
306		466			----zero_info----
307		516			----zero_info----
308		567			----zero_info----
309		641			----zero_info----
310		817			----zero_info----
311		979			----zero_info----
312		1210			----zero_info----
313		1394			----zero_info----
314		1611			----zero_info----
315		2050			----zero_info----
316		2530			----zero_info----
317		2953			----zero_info----
318		3294			2305
319		3697			----zero_info----
320		4208			9138.8
321		4525			3933.9
322		4982			3876.5
323		5548			5029.5
324		6540			5309.8
325		7538			6951.1
326		8586			----zero_info----
327		10151			----zero_info----
328		12224			----zero_info----
329		14526			----zero_info----
330		17167			----zero_info----
331		20121			----zero_info----
332		24466			----zero_info----
333		28114			----zero_info----
334		32427			----zero_info----
335		36397			38659.4

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
282		3			----zero_info----
284		5			----zero_info----
285		10			----zero_info----
286		19			----zero_info----
287		21			----zero_info----
292		25			----zero_info----
294		31			----zero_info----
295		33			----zero_info----
296		41			----zero_info----
297		44			----zero_info----
298		53			----zero_info----
299		62			----zero_info----
300		77			----zero_info----
301		82			----zero_info----
302		124			----zero_info----
303		153			----zero_info----
304		187			----zero_info----
305		212			----zero_info----
306		228			----zero_info----
307		246			----zero_info----
308		290			----zero_info----
309		346			----zero_info----
310		437			----zero_info----
311		496			----zero_info----
312		572			----zero_info----
313		619			516.9
314		737			800.1
315		850			587.5
316		977			----zero_info----
317		1087			1472.8
318		1348			----zero_info----
319		1585			----zero_info----
320		1945			----zero_info----
321		2247			----zero_info----
322		2542			----zero_info----
323		2913			----zero_info----
324		3370			----zero_info----
325		3845			----zero_info----
326		4581			----zero_info----
327		5294			----zero_info----
328		6039			----zero_info----
329		6691			----zero_info----
330		7803			----zero_info----
331		9083			9780.7
332		10693			----zero_info----
333		12468			----zero_info----
334		14350			----zero_info----
335		16275			----zero_info----
336		19138			----zero_info----
337		22478			----zero_info----
338		26540			----zero_info----
339		30663			----zero_info----
340		34949			----zero_info----
341		40168			----zero_info----
342		46774			----zero_info----

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
297		4			----zero_info----
300		9			----zero_info----
303		11			----zero_info----
305		13			----zero_info----
306		17			----zero_info----
314		19			----zero_info----
315		21			----zero_info----
320		24			----zero_info----
321		26			----zero_info----
322		42			----zero_info----
323		44			----zero_info----
325		75			----zero_info----
326		80			----zero_info----
327		82			----zero_info----
328		104			----zero_info----
329		110			----zero_info----
330		121			----zero_info----
331		151			----zero_info----
332		155			----zero_info----
333		163			----zero_info----
334		175			----zero_info----
335		179			----zero_info----
336		185			----zero_info----
337		188			----zero_info----
338		195			----zero_info----
339		221			----zero_info----
340		238			----zero_info----
341		242			----zero_info----
342		257			----zero_info----
343		262			----zero_info----
344		269			----zero_info----
345		309			----zero_info----
346		368			----zero_info----
347		458			----zero_info----
348		558			----zero_info----
349		776			----zero_info----
350		1182			----zero_info----
351		1829			----zero_info----
352		3174			----zero_info----
353		6018			----zero_info----
354		11954			----zero_info----
355		24281			----zero_info----
356		50372			----zero_info----
357		104380			----zero_info----
358		218606			----zero_info----
359		455363			----zero_info----
360		953753			----zero_info----
361		1.98389e+06			1.95502e+06

p25.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
255		2			2
277		5			----zero_info----
278		9			----zero_info----
279		14			----zero_info----
280		22			----zero_info----
281		36			----zero_info----
282		51			----zero_info----
283		69			----zero_info----
284		90			----zero_info----
285		113			----zero_info----
286		140			----zero_info----
287		169			----zero_info----
288		202			----zero_info----
289		237			----zero_info----
290		276			259
291		319			----zero_info----
292		366			----zero_info----
293		416			----zero_info----
294		471			----zero_info----
295		534			----zero_info----
296		603			----zero_info----
297		683			----zero_info----
298		770			----zero_info----
299		875			----zero_info----
300		989			----zero_info----
301		1129			----zero_info----
302		1288			----zero_info----
303		1498			----zero_info----
304		1761			----zero_info----
305		2137			----zero_info----
306		2701			----zero_info----
307		3675			----zero_info----
308		5440			----zero_info----
309		8913			----zero_info----
310		15940			----zero_info----
311		30602			----zero_info----
312		61434			32193.1
313		126765			45476.8

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
266		3			3
297		7			7
305		9			9
312		13			13
313		17			17
320		19			19
321		21			21
322		23			23
323		25			25
324		27			27
325		29			29
326		35			35
327		37			37
328		45			49
329		47			46.2
330		55			55
331		61			59.4
332		63			63
333		65			65
334		67			67
335		69			69
336		81			80.2
337		83			85.8
338		85			85
339		87			87
340		95			91.4
341		105			101.4
342		107			101
343		113			117.4
344		133			136.2
345		143			142.2
346		149			149
347		159			141.4
348		161			143.4
349		163			163.4
350		165			172.6
351		177			165
352		181			151.8
353		185			157
354		189			170.6
355		193			192.2
356		197			195
357		209			235.8
358		223			193.4
359		269			258.6
360		297			231.2
361		331			374.2
362		359			381
363		379			359.4
364		411			438.6
365		447			529
366		475			526.2
367		521			515.8
368		561			387.4
369		605			535.4
370		667			805.8
371		745			451.4
372		813			622.2
373		881			661
374		991			686.2
375		1121			1275
376		1263			800.6
377		1347			885
378		1465			1066.6
379		1561			1219
380		1675			1869.4
381		1781			1952.2
382		1929			1612.6
383		2067			1065.6
384		2215			1125
385		2401			1361.2
386		2645			1350.2
387		2895			1499.2
388		3253			2144.2
389		3587			1536.2
390		4087			2877.2
391		4655			2542.2
392		5175			2716.2
393		5925			2826.8
394		6617			8629.6
395		7477			3556.6
396		8385			4619.8
397		9397			5928.2
398		10559			2855.8
399		11855			7176.4
400		13355			6968.8
401		15063			4114.4
402		16983			12560.4
403		19323			4068
404		21929			6565
405		25275			6539.8
406		28837			6280.8
407		32895			14277.8
408		37581			6037.8
409		42853			317774
410		49153			14737
411		56109			11537.4
412		64001			10938.8
413		72943			8178.4
414		83193			16959.4
415		94921			18132
416		108173			11046
417		123297			27625.2
418		140187			9300.4
419		159615			42653.4
420		181871			174487
421		206771			33490.6
422		235531			378460
423		267111			2.01683e+06
424		303369			74122
425		344435			54725.8
426		390545			100312
427		443363			36659
428		502663			43027.2
429		570481			89282.6
430		647073			----zero_info----
431		734215			----zero_info----
432		833527			----zero_info----
433		946065			----zero_info----
434		1.07531e+06			----zero_info----
435		1.22177e+06			97062.6
436		1.38882e+06			----zero_info----
437		1.57977e+06			----zero_info----
438		1.79586e+06			----zero_info----
439		2.04477e+06			----zero_info----
440		2.32646e+06			----zero_info----

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
235		1			----zero_info----
249		2			----zero_info----
259		3			----zero_info----
265		4			----zero_info----
273		8			----zero_info----
274		10			----zero_info----
275		13			----zero_info----
276		17			----zero_info----
277		23			----zero_info----
278		27			----zero_info----
279		34			----zero_info----
280		39			----zero_info----
281		45			----zero_info----
282		52			----zero_info----
283		63			----zero_info----
284		70			----zero_info----
285		78			----zero_info----
286		86			----zero_info----
287		95			----zero_info----
288		104			99.1
289		114			134.1
290		129			114.2
291		144			134.9
292		155			----zero_info----
293		167			----zero_info----
294		179			----zero_info----
295		194			----zero_info----
296		209			205.7
297		239			147.4
298		266			208.6
299		308			442
300		357			273.1
301		432			----zero_info----
302		515			----zero_info----
303		638			----zero_info----
304		774			----zero_info----
305		964			----zero_info----
306		1168			1029.3
307		1444			264.7
308		1732			458
309		2106			----zero_info----
310		2495			----zero_info----
311		2980			1398.5
312		3490			449.6
313		4124			1119.9
314		4788			530.3
315		5613			1188.5
316		6482			726.5
317		7541			5234.7
318		8676			6644.3
319		10057			9770.4
320		11533			7468.2
321		13367			746.3
322		15361			3080.8
323		17849			1311.4
324		20611			1352.7
325		24118			1657.1
326		28010			1858.7
327		33021			----zero_info----
328		38655			----zero_info----
329		45989			----zero_info----
330		54416			----zero_info----
331		65731			----zero_info----
332		79479			----zero_info----
333		99383			----zero_info----
334		127095			----zero_info----
335		173079			----zero_info----
336		250290			----zero_info----
337		397323			----zero_info----
338		680014			----zero_info----
339		1.26002e+06			----zero_info----
340		2.44232e+06			----zero_info----

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
65		1			1
66		2			2
67		3			3
68		4			4
69		5			5
70		6			6
71		7			7
72		8			8
73		9			9
74		10			10
75		11			11
76		12			12
77		13			13
78		14			14
79		15			15
80		16			16
81		18			24
82		21			24.2
83		26			9.6
84		34			70.4
85		45			183
86		61			37.2
87		83			134.8
88		111			47.5
89		149			79.2
90		200			129.8
91		273			197.8
92		383			252.3
93		560			227.6
94		863			487.2
95		1412			304.8
96		2446			717.4
97		4439			882.3
98		8340			857.8
99		16045			1424.9
100		31345			84921.2
101		61819			761.5
102		122628			8569.6
103		244112			653.3
104		486961			68593.2
105		972679			1.30741e+07
106		1.94428e+06			903.4
107		3.88834e+06			11879.4
108		7.77814e+06			2815.1

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
68		2			2
69		5			5
70		9			9
71		14			14
72		20			20
73		27			27
74		35			35
75		44			44
76		54			54
77		65			65
78		77			77
79		90			90
80		104			104
81		119			119
82		138			169.2
83		159			88
84		188			67.7
85		221			54.7
86		271			67.4
87		331			49.5
88		422			120.6
89		538			499.7
90		718			106.5
91		986			590
92		1443			1236.9
93		2222			2622.6
94		3651			790.2
95		6300			5390.9
96		11394			12368.1
97		21268			18522.6
98		40702			11137.1
99		79106			88241.2
100		155493			46073.3
101		307716			208468
102		611935			156646
103		1.22046e+06			413841
104		2.43927e+06			95929.6
105		4.8815e+06			3.41418e+06
106		9.77825e+06			1.83187e+07
107		1.95988e+07			2.96942e+07
108		3.93005e+07			5.08689e+06

p22.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
212		1			----zero_info----
213		2			----zero_info----
214		3			3
215		4			----zero_info----
216		5			----zero_info----
217		6			----zero_info----
218		7			----zero_info----
219		8			----zero_info----
220		9			----zero_info----
221		10			----zero_info----
222		11			----zero_info----
223		12			----zero_info----
224		13			----zero_info----
225		14			----zero_info----
226		15			----zero_info----
227		16			----zero_info----
228		17			----zero_info----
229		18			----zero_info----
230		19			----zero_info----
231		20			----zero_info----
232		21			----zero_info----
233		22			----zero_info----
234		23			----zero_info----
235		24			----zero_info----
236		25			25
237		26			26
238		27			27
239		28			----zero_info----
240		29			----zero_info----
241		30			30
242		31			----zero_info----
243		32			----zero_info----
244		34			----zero_info----
245		38			----zero_info----
246		46			----zero_info----
