Experiment 2: parcprinter-opt11-strips using gapdb_deep heuristic with 500 probes



instance_name: p01_F_751642.csv

A*:	{
		(0_ipdb,373)
		(1_gapdb,1301)
		(2_gapdb,1671)
		(3_lmcut,613)
		(4_gapdb,656)
		(5_gapdb,636)
		(6_gapdb,482)
		(7_gapdb,615)
		(8_gapdb,2432)
		(9_gapdb,1067)
		(10_gapdb,484)
		(11_mands,260)
		(12_gapdb,778)
	}
ss:	{
		(0_ipdb,418425)
		(1_gapdb,4.56555e+07)
		(2_gapdb,1.14329e+08)
		(3_lmcut,1.2848e+06)
		(4_gapdb,2.44758e+06)
		(5_gapdb,1.77522e+06)
		(6_gapdb,676426)
		(7_gapdb,1.77522e+06)
		(8_gapdb,2.41378e+09)
		(9_gapdb,4.27214e+06)
		(10_gapdb,1.69837e+06)
		(11_mands,54502.5)
		(12_gapdb,4.10534e+06)
	}

Measure_1:

-A* h1/h2
	1	0.286703	0.22322	0.608483	0.568598	0.586478	0.773859	0.606504	0.153372	0.349578	0.770661	1.43462	0.479434
	3.48794	1	0.778576	2.12235	1.98323	2.0456	2.69917	2.11545	0.534951	1.21931	2.68802	5.00385	1.67224
	4.47989	1.2844	1	2.72594	2.54726	2.62736	3.4668	2.71707	0.687089	1.56607	3.45248	6.42692	2.14781
	1.64343	0.471176	0.366846	1	0.934451	0.963836	1.27178	0.996748	0.252056	0.574508	1.26653	2.35769	0.787918
	1.75871	0.504228	0.392579	1.07015	1	1.03145	1.361	1.06667	0.269737	0.614808	1.35537	2.52308	0.843188
	1.70509	0.488855	0.38061	1.03752	0.969512	1	1.3195	1.03415	0.261513	0.596064	1.31405	2.44615	0.817481
	1.29223	0.370484	0.28845	0.786297	0.734756	0.757862	1	0.78374	0.198191	0.451734	0.995868	1.85385	0.619537
	1.64879	0.472713	0.368043	1.00326	0.9375	0.966981	1.27593	1	0.252878	0.576382	1.27066	2.36538	0.790488
	6.52011	1.86933	1.45542	3.96737	3.70732	3.8239	5.04564	3.95447	1	2.27929	5.02479	9.35385	3.12596
	2.86059	0.820138	0.63854	1.74062	1.62652	1.67767	2.21369	1.73496	0.438734	1	2.20455	4.10385	1.37147
	1.29759	0.372022	0.289647	0.78956	0.737805	0.761006	1.00415	0.786992	0.199013	0.453608	1	1.86154	0.622108
	0.697051	0.199846	0.155595	0.424144	0.396341	0.408805	0.539419	0.422764	0.106908	0.243674	0.53719	1	0.33419
	2.08579	0.598002	0.465589	1.26917	1.18598	1.22327	1.61411	1.26504	0.319901	0.729147	1.60744	2.99231	1

-ss h1/h2
	1	0.00916483	0.00365985	0.325672	0.170954	0.235703	0.618582	0.235703	0.000173349	0.0979427	0.246368	7.67717	0.101922
	109.113	1	0.399336	35.535	18.6533	25.7182	67.4952	25.7182	0.0189146	10.6868	26.8819	837.677	11.121
	273.235	2.50416	1	88.9853	46.7108	64.4024	169.019	64.4024	0.047365	26.7614	67.3165	2097.68	27.8488
	3.07057	0.0281413	0.0112378	1	0.524927	0.723742	1.8994	0.723742	0.00053228	0.30074	0.75649	23.5733	0.312959
	5.84951	0.0536098	0.0214083	1.90503	1	1.37875	3.61841	1.37875	0.00101401	0.572917	1.44113	44.9077	0.596195
	4.24263	0.038883	0.0155274	1.38171	0.725296	1	2.62442	1	0.000735455	0.415535	1.04525	32.5714	0.432418
	1.6166	0.0148159	0.00591651	0.526482	0.276365	0.381037	1	0.381037	0.000280236	0.158334	0.398278	12.4109	0.164767
	4.24263	0.038883	0.0155274	1.38171	0.725296	1	2.62442	1	0.000735455	0.415535	1.04525	32.5714	0.432418
	5768.72	52.8693	21.1126	1878.71	986.187	1359.7	3568.42	1359.7	1	565.003	1421.23	44287.4	587.96
	10.2101	0.0935735	0.0373672	3.32513	1.74545	2.40654	6.31576	2.40654	0.0017699	1	2.51543	78.3844	1.04063
	4.05897	0.0371998	0.0148552	1.32189	0.693899	0.95671	2.51081	0.95671	0.000703618	0.397546	1	31.1614	0.413699
	0.130256	0.00119378	0.000476718	0.0424209	0.0222679	0.0307018	0.0805742	0.0307018	2.25798e-05	0.0127576	0.032091	1	0.013276
	9.8114	0.0899199	0.0359082	3.1953	1.6773	2.31257	6.06916	2.31257	0.0017008	0.960955	2.41722	75.3238	1

Measure_2:
- The heuristics that have the similar ratio are: (diff = 0.5)
	(hss1    ,hss2    )	(ha1     ,ha2     )	(vss1    ,vss2    )	(va1     ,va2     ):	fracss	-	fracastar	=	diff
	(3_lmcut, 12_gapdb)	(3_lmcut, 12_gapdb)	(1.2848e+06, 4.10534e+06)	(613, 778)	0.312959	-	0.787918	=	-0.474958
	(11_mands, 6_gapdb)	(11_mands, 6_gapdb)	(54502.5, 676426)	(260, 482)	0.0805742	-	0.539419	=	-0.458845
	(6_gapdb, 4_gapdb)	(6_gapdb, 4_gapdb)	(676426, 2.44758e+06)	(482, 656)	0.276365	-	0.734756	=	-0.458391
	(6_gapdb, 12_gapdb)	(6_gapdb, 12_gapdb)	(676426, 4.10534e+06)	(482, 778)	0.164767	-	0.619537	=	-0.45477
	(4_gapdb, 1_gapdb)	(4_gapdb, 1_gapdb)	(2.44758e+06, 4.56555e+07)	(656, 1301)	0.0536098	-	0.504228	=	-0.450618
	(5_gapdb, 1_gapdb)	(5_gapdb, 1_gapdb)	(1.77522e+06, 4.56555e+07)	(636, 1301)	0.038883	-	0.488855	=	-0.449972
	(3_lmcut, 1_gapdb)	(3_lmcut, 1_gapdb)	(1.2848e+06, 4.56555e+07)	(613, 1301)	0.0281413	-	0.471176	=	-0.443035
	(9_gapdb, 8_gapdb)	(9_gapdb, 8_gapdb)	(4.27214e+06, 2.41378e+09)	(1067, 2432)	0.0017699	-	0.438734	=	-0.436964
	(7_gapdb, 1_gapdb)	(7_gapdb, 1_gapdb)	(1.77522e+06, 4.56555e+07)	(615, 1301)	0.038883	-	0.472713	=	-0.43383
	(12_gapdb, 2_gapdb)	(12_gapdb, 2_gapdb)	(4.10534e+06, 1.14329e+08)	(778, 1671)	0.0359082	-	0.465589	=	-0.429681
	(3_lmcut, 4_gapdb)	(3_lmcut, 4_gapdb)	(1.2848e+06, 2.44758e+06)	(613, 656)	0.524927	-	0.934451	=	-0.409524
	(6_gapdb, 7_gapdb)	(6_gapdb, 7_gapdb)	(676426, 1.77522e+06)	(482, 615)	0.381037	-	0.78374	=	-0.402703
	(0_ipdb, 4_gapdb)	(0_ipdb, 4_gapdb)	(418425, 2.44758e+06)	(373, 656)	0.170954	-	0.568598	=	-0.397643
	(11_mands, 7_gapdb)	(11_mands, 7_gapdb)	(54502.5, 1.77522e+06)	(260, 615)	0.0307018	-	0.422764	=	-0.392062
	(5_gapdb, 12_gapdb)	(5_gapdb, 12_gapdb)	(1.77522e+06, 4.10534e+06)	(636, 778)	0.432418	-	0.817481	=	-0.385062
	(11_mands, 3_lmcut)	(11_mands, 3_lmcut)	(54502.5, 1.2848e+06)	(260, 613)	0.0424209	-	0.424144	=	-0.381723
	(1_gapdb, 2_gapdb)	(1_gapdb, 2_gapdb)	(4.56555e+07, 1.14329e+08)	(1301, 1671)	0.399336	-	0.778576	=	-0.37924
	(11_mands, 5_gapdb)	(11_mands, 5_gapdb)	(54502.5, 1.77522e+06)	(260, 636)	0.0307018	-	0.408805	=	-0.378103
	(0_ipdb, 12_gapdb)	(0_ipdb, 12_gapdb)	(418425, 4.10534e+06)	(373, 778)	0.101922	-	0.479434	=	-0.377512
	(6_gapdb, 5_gapdb)	(6_gapdb, 5_gapdb)	(676426, 1.77522e+06)	(482, 636)	0.381037	-	0.757862	=	-0.376825
	(11_mands, 4_gapdb)	(11_mands, 4_gapdb)	(54502.5, 2.44758e+06)	(260, 656)	0.0222679	-	0.396341	=	-0.374074
	(4_gapdb, 2_gapdb)	(4_gapdb, 2_gapdb)	(2.44758e+06, 1.14329e+08)	(656, 1671)	0.0214083	-	0.392579	=	-0.371171
	(0_ipdb, 7_gapdb)	(0_ipdb, 7_gapdb)	(418425, 1.77522e+06)	(373, 615)	0.235703	-	0.606504	=	-0.370801
	(5_gapdb, 2_gapdb)	(5_gapdb, 2_gapdb)	(1.77522e+06, 1.14329e+08)	(636, 1671)	0.0155274	-	0.38061	=	-0.365083
	(7_gapdb, 12_gapdb)	(7_gapdb, 12_gapdb)	(1.77522e+06, 4.10534e+06)	(615, 778)	0.432418	-	0.790488	=	-0.35807
	(6_gapdb, 1_gapdb)	(6_gapdb, 1_gapdb)	(676426, 4.56555e+07)	(482, 1301)	0.0148159	-	0.370484	=	-0.355668
	(3_lmcut, 2_gapdb)	(3_lmcut, 2_gapdb)	(1.2848e+06, 1.14329e+08)	(613, 1671)	0.0112378	-	0.366846	=	-0.355608
	(7_gapdb, 2_gapdb)	(7_gapdb, 2_gapdb)	(1.77522e+06, 1.14329e+08)	(615, 1671)	0.0155274	-	0.368043	=	-0.352516
