	0.251545		1.44526		gapdb
	1		0.883929		gapdb
	0.505223		1.44526		gapdb
	0.52875		2		gapdb
	0.528758		1.31126		gapdb
	0.276621		1.53488		gapdb
	0.52875		1.75221		gapdb
	0.276621		1.53488		gapdb
	2		0.691919		gapdb
	2		0.691919		gapdb
	2		0.611607		gapdb
	2		2		gapdb
	2		0.907285		gapdb
	1.09969		1.06202		gapdb
	2		1.21239		gapdb
	1.09969		1.06202		gapdb
	0.496147		1.44526		gapdb
	1.9724		0.883929		gapdb
	0.996502		1.44526		gapdb
	1.04291		2		gapdb
	1.04292		1.31126		gapdb
	0.545607		1.53488		gapdb
	1.04291		1.75221		gapdb
	0.545607		1.53488		gapdb
	1		1.13131		gapdb
	0.251545		1.63504		gapdb
	0.506996		1.13131		gapdb
	0.505223		1.63504		gapdb
	0.52875		2		gapdb
	0.528758		1.48344		gapdb
	0.276621		1.73643		gapdb
	0.52875		1.9823		gapdb
	0.276621		1.73643		gapdb
	1.97933		0.691919		gapdb
	1.00351		0.691919		gapdb
	1.97933		0.611607		gapdb
	1.04657		2		gapdb
	1.04658		0.907285		gapdb
	0.547523		1.06202		gapdb
	1.04657		1.21239		gapdb
	0.547523		1.06202		gapdb
	1.89125		0.207071		gapdb
	0.475735		0.29927		gapdb
	0.958858		0.207071		gapdb
	1.89125		0.183036		gapdb
	0.955504		0.29927		gapdb
	1.00002		0.271523		gapdb
	0.52316		0.317829		gapdb
	1		0.362832		gapdb
	0.52316		0.317829		gapdb
	1.89122		0.762626		gapdb
	0.475727		1.10219		gapdb
	0.958843		0.762626		gapdb
	1.89122		0.674107		gapdb
	0.955489		1.10219		gapdb
	0.999985		2		gapdb
	0.523152		1.17054		gapdb
	0.999985		1.33628		gapdb
	0.523152		1.17054		gapdb
	2		0.651515		gapdb
	0.909348		0.941606		gapdb
	1.83282		0.651515		gapdb
	2		0.575893		gapdb
	1.82641		0.941606		gapdb
	1.91146		2		gapdb
	1.91149		0.854305		gapdb
	1.91146		1.14159		gapdb
	1.89125		0.570707		gapdb
	0.475735		0.824818		gapdb
	0.958858		0.570707		gapdb
	1.89125		0.504464		gapdb
	0.955504		0.824818		gapdb
	1		2		gapdb
	1.00002		0.748344		gapdb
	0.52316		0.875969		gapdb
	0.52316		0.875969		gapdb
	2		0.651515		gapdb
	0.909348		0.941606		gapdb
	1.83282		0.651515		gapdb
	2		0.575893		gapdb
	1.82641		0.941606		gapdb
	1.91146		2		gapdb
	1.91149		0.854305		gapdb
	1.91146		1.14159		gapdb
	1		0.207071		ipdb
	0.251545		0.29927		ipdb
	0.505223		0.216931		ipdb
	0.506996		0.207071		ipdb
	1		0.183036		ipdb
	0.505223		0.29927		ipdb
	0.528758		0.271523		ipdb
	0.276621		0.317829		ipdb
	0.52875		0.362832		ipdb
	0.276621		0.317829		ipdb
	1		2		ipdb
	2		2		ipdb
	1.97933		2		ipdb
	1.9724		2		ipdb
	1		2		ipdb
	1.97933		2		ipdb
	1.89122		2		ipdb
	2		2		ipdb
	1.89125		2		ipdb
	2		2		ipdb
	0.505223		1.04762		lmcut
	2		0.724868		lmcut
	1.97933		0.954545		lmcut
	0.497889		1.37956		lmcut
	1.00351		0.954545		lmcut
	0.567434		2		lmcut
	1.97933		0.84375		lmcut
	1		1.37956		lmcut
	1.04657		2		lmcut
	1.04658		1.25166		lmcut
	0.547523		1.46512		lmcut
	1.04657		1.67257		lmcut
	0.547523		1.46512		lmcut
	0.996502		1.04762		lmcut
	1.76232		0.216931		lmcut
	0.505223		1.18519		lmcut
	1		0.724868		lmcut
	0.955504		0.216931		lmcut
	0.955489		0.798942		lmcut
	1.82641		0.68254		lmcut
	0.955504		0.597884		lmcut
	1.82641		0.68254		lmcut
	0.28668		2		mands
	1.13968		2		mands
	0.565449		2		mands
	2		0.207071		mands
	0.87744		0.29927		mands
	1.76851		0.207071		mands
	2		0.183036		mands
	1.76232		0.29927		mands
	1.84442		0.271523		mands
	0.96491		0.317829		mands
	1.84439		0.362832		mands
	0.96491		0.317829		mands
	0.28668		2		mands
	0.567434		2		mands
	0.542177		2		mands
	1.03637		2		mands
	0.542185		2		mands
	1.03637		2		mands
	2		1.00463		gapdb
	0.873642		0.9819		gapdb
	1		1.30723		gapdb
	0.873642		1.30723		gapdb
	0.7246		0.960177		gapdb
	0.7246		1.02844		gapdb
	1		0.9819		gapdb
	0.998067		2		gapdb
	0.642662		1.00463		gapdb
	0.461004		0.995392		gapdb
