	2		1.07634		gapdb
	2		1.62086		gapdb
	0.77134		0.981596		gapdb
	2		1.95584		gapdb
	2		1.25855		gapdb
	2		1.21323		gapdb
	2		1.60589		gapdb
	0.0432821		0.929073		gapdb
	2		1.5059		gapdb
	0.0333853		0.911974		gapdb
	2		1.81712		gapdb
	1.22711		1.16929		gapdb
	0.884799		1.12718		gapdb
	0.203158		1.49199		gapdb
	5.14255e-05		0.616956		gapdb
	0.00118815		0.664055		gapdb
	3.96666e-05		0.605601		gapdb
	0.00322788		1.20667		gapdb
	0.00145798		0.776473		gapdb
	0.00105127		0.748507		gapdb
	0.000241381		0.990762		gapdb
	1.29645		1.01875		gapdb
	2		1.09652		gapdb
	2		1.65125		gapdb
	2		1.99251		gapdb
	2		1.28215		gapdb
	2		1.23597		gapdb
	2		1.636		gapdb
	0.0159317		0.511289		gapdb
	0.368088		0.550321		gapdb
	2		0.828728		gapdb
	0.0122887		0.501879		gapdb
	0.451683		0.643485		gapdb
	0.325684		0.620308		gapdb
	0.07478		0.821072		gapdb
	0.0352717		0.794562		gapdb
	0.814926		0.85522		gapdb
	2		1.28787		gapdb
	0.0272065		0.779939		gapdb
	2		1.55404		gapdb
	0.721046		0.963983		gapdb
	0.165558		1.27598		gapdb
	0.0489175		0.824249		gapdb
	1.1302		0.887174		gapdb
	2		1.33599		gapdb
	0.037732		0.80908		gapdb
	2		1.6121		gapdb
	1.38687		1.03736		gapdb
	0.229609		1.32365		gapdb
	0.213047		0.622709		gapdb
	2		0.670247		gapdb
	2		1.00932		gapdb
	0.164332		0.611248		gapdb
	2		1.21792		gapdb
	2		0.783713		gapdb
	2		0.755486		gapdb
	1.02749		0.284557		ipdb
	0.160445		2		ipdb
	2		0.30628		ipdb
	2		0.461227		ipdb
	0.792546		0.27932		ipdb
	2		0.556548		ipdb
	2		0.35813		ipdb
	2		0.345232		ipdb
	2		0.348823		ipdb
	2		0.456966		ipdb
	0.973243		2		ipdb
	2		0.0848367		ipdb
	0.042124		2		ipdb
	5.00495e-05		2		ipdb
	1.26176		2		ipdb
	0.0155054		1.79679		ipdb
	0.034328		2		ipdb
	0.0476086		2		ipdb
	0.106394		2		ipdb
	0.207347		2		ipdb
	0.156152		2		lmcut
	2		0.0241409		lmcut
	2		0.0259838		lmcut
	2		0.039129		lmcut
	2		0.0236966		lmcut
	2		0.0472157		lmcut
	2		0.0303826		lmcut
	2		0.0292883		lmcut
	2		0.029593		lmcut
	2		0.0387675		lmcut
	0.00675859		2		lmcut
	8.0302e-06		2		lmcut
	0.202442		2		lmcut
	0.00248776		2		lmcut
	0.00550775		2		lmcut
	0.00763856		2		lmcut
	0.0170704		2		lmcut
	0.0332677		2		lmcut
	2		1.22585		mands
	0.395925		1.1389		mands
	0.000470417		0.756294		mands
	2		1.24883		mands
	0.145736		0.626762		mands
	0.32265		0.974011		mands
	0.447475		1.0104		mands
	0.109319		0.815763		mands
	2		0.878039		mands
	2		1.32224		mands
	0.0843221		0.800749		mands
	2		1.5955		mands
	2		1.02668		mands
	2		0.989704		mands
	0.513121		1.31002		mands
	1.94886		0.763346		mands
	0.692779		0.788588		gapdb
	0.0704893		0.56817		gapdb
	1.27123		0.633764		gapdb
	0.121057		0.766558		gapdb
	2		1.23976		gapdb
	2		0.649252		gapdb
	1.44346		1.26809		gapdb
	0.101749		0.720491		gapdb
	1.83497		0.803669		gapdb
	0.174741		0.972065		gapdb
	2		1.57212		gapdb
	2		0.82331		gapdb
	2		1.76004		gapdb
	2		1.38794		gapdb
	2		1.11545		gapdb
	1.71738		1.34917		gapdb
	2		2		gapdb
	2		1.14271		gapdb
	0.78664		1.57787		gapdb
	0.544967		1.24429		gapdb
	0.0554496		0.896502		gapdb
	0.0952281		1.20953		gapdb
	2		1.95618		gapdb
	2		1.02444		gapdb
	2		1.30453		gapdb
	2		1.02874		gapdb
	0.582283		0.741197		gapdb
	2		0.826765		gapdb
	2		1.6173		gapdb
	2		0.84697		gapdb
	0.0833097		0.806609		gapdb
	0.0577151		0.636082		gapdb
	0.00587244		0.458292		gapdb
	0.105906		0.5112		gapdb
	0.0100852		0.618313		gapdb
	0.278814		0.523693		gapdb
	0.2988		1.54023		gapdb
	0.207002		1.21461		gapdb
	0.0210622		0.875115		gapdb
	0.379844		0.976145		gapdb
	0.0361718		1.18068		gapdb
	2		1.90952		gapdb
	2		2		ipdb
	2		0.913127		ipdb
	2		0.493227		ipdb
	2		0.720081		ipdb
	0.346329		0.518812		ipdb
	2		0.578707		ipdb
	0.594778		0.699965		ipdb
	2		1.13206		ipdb
	2		0.592849		ipdb
	1.77744e-05		0.0307498		ipdb
	0.203533		1.09514		ipdb
	0.10797		2		ipdb
	0.293792		1.38873		ipdb
	2		1.92748		ipdb
	0.160107		1.72799		ipdb
	1.6813		1.42864		ipdb
	0.0169563		0.883349		ipdb
	0.0608157		1.68677		ipdb
	8.73296e-05		0.0280785		lmcut
	0.000164624		0.0151667		lmcut
	6.05001e-05		0.0221424		lmcut
	6.1558e-06		0.0159534		lmcut
	0.000111016		0.0177951		lmcut
	1.05718e-05		0.0215238		lmcut
	0.00104825		0.0348105		lmcut
	0.000292268		0.01823		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	2		2		lmcut
	1.88508		0.540152		mands
	0.53048		1.85133		mands
	0.367505		1.45994		mands
	0.0373932		1.05187		mands
	0.674362		1.17331		mands
	0.0642182		1.41915		mands
	2		2		mands
	1.77537		1.20198		mands
	2		0.684961		mands
	2		0.950686		mands
	1.48288		0.852292		mands
	2		0.704645		mands
	0.157046		0.435691		mands
	0.563264		0.83196		mands
all_instances_solved: 2		---
