	2		0.944467		gapdb
	0.15892		0.981395		gapdb
	0.00144296		0.984285		gapdb
	0.44361		0.981395		gapdb
	2		1.12217		gapdb
	2		1.12217		gapdb
	2		1.07301		gapdb
	1.83728e-07		1.12217		gapdb
	0.00144296		1.12217		gapdb
	0.259303		1.0588		gapdb
	0.0412085		1.0391		gapdb
	0.000374164		1.04216		gapdb
	0.115029		1.0391		gapdb
	1.60005		1.18815		gapdb
	1		1.18815		gapdb
	2		1.1361		gapdb
	4.76411e-08		1.18815		gapdb
	0.000374164		1.18815		gapdb
	2		1.01896		gapdb
	2		0.962373		gapdb
	0.00907977		1.00295		gapdb
	2		1.14344		gapdb
	2		1.14344		gapdb
	2		1.09335		gapdb
	1.1561e-06		1.14344		gapdb
	0.00907977		1.14344		gapdb
	2		1.01597		gapdb
	2		0.959546		gapdb
	2		0.997063		gapdb
	2		0.997063		gapdb
	2		1.14008		gapdb
	2		1.14008		gapdb
	2		1.09014		gapdb
	0.000127327		1.14008		gapdb
	1		1.14008		gapdb
	2		1.01896		gapdb
	2		0.962373		gapdb
	0.00325277		1.00295		gapdb
	2		1.14344		gapdb
	2		1.14344		gapdb
	2		1.09335		gapdb
	4.14165e-07		1.14344		gapdb
	0.00325277		1.14344		gapdb
	0.16206		0.891133		gapdb
	0.624982		0.841646		gapdb
	0.0257546		0.874553		gapdb
	0.000233846		0.877129		gapdb
	0.0718913		0.874553		gapdb
	1.6001		0.956191		gapdb
	0.259303		0.891133		gapdb
	1		0.841646		gapdb
	0.0412085		0.874553		gapdb
	0.000374164		0.877129		gapdb
	0.115029		0.874553		gapdb
	2		0.956191		gapdb
	0.101281		0.931962		gapdb
	0.390589		0.880207		gapdb
	0.0160956		0.914622		gapdb
	0.000146144		0.917316		gapdb
	0.0449292		0.914622		gapdb
	0.62496		1.04582		gapdb
	0.390589		1.04582		gapdb
	1.86081e-08		1.04582		gapdb
	0.000146144		1.04582		gapdb
	2		0.891133		gapdb
	2		0.841646		gapdb
	2		0.874553		gapdb
	2		0.877129		gapdb
	2		0.874553		gapdb
	2		0.956191		gapdb
	2		0.891133		gapdb
	2		0.841646		gapdb
	2		0.874553		gapdb
	1		0.877129		gapdb
	2		0.874553		gapdb
	2		0.956191		gapdb
	0.654272		1.05104		ipdb
	2		1.02223		ipdb
	2		0.965466		ipdb
	0.654272		0.965229		ipdb
	2		1.00321		ipdb
	0.654272		1.00617		ipdb
	2		1.00321		ipdb
	2		1.14712		ipdb
	2		1.14712		ipdb
	2		1.09686		ipdb
	8.33064e-05		1.14712		ipdb
	0.654272		1.14712		ipdb
	1.52842		0.951442		ipdb
	0.00220545		0.978251		ipdb
	0.000571879		1.03577		ipdb
	1.52842		1.03602		ipdb
	0.0138777		0.996796		ipdb
	1.52842		0.993869		ipdb
	0.00497159		0.996796		ipdb
	0.000357414		0.871752		ipdb
	0.000571879		0.871752		ipdb
	0.000223369		0.911692		ipdb
	2		0.871752		ipdb
	1.52842		0.871752		ipdb
	2		0.972595		lmcut
	2		0.918584		lmcut
	1		0.918359		lmcut
	2		0.9545		lmcut
	1		0.957311		lmcut
	2		0.9545		lmcut
	2		1.09141		lmcut
	2		1.09141		lmcut
	2		1.0436		lmcut
	0.000127327		1.09141		lmcut
	1		1.09141		lmcut
	0.00144296		1.02818		lmcut
	0.000374164		1.08863		lmcut
	1		1.0889		lmcut
	0.00907977		1.04767		lmcut
	1		1.04459		lmcut
