	1.46739		1.98189		gapdb
	1.93388		2		gapdb
	1.93388		2		gapdb
	1.07763		1.12561		gapdb
	1.46739		1.98189		gapdb
	1.93388		2		gapdb
	1.29496		1.88914		gapdb
	1.00324		0.825491		gapdb
	2		2		gapdb
	1.00324		0.930201		gapdb
	0.681482		0.50457		gapdb
	1.3179		2		gapdb
	1.3179		2		gapdb
	0.734387		0.567948		gapdb
	1.3179		2		gapdb
	0.882491		0.953203		gapdb
	0.683692		0.416518		gapdb
	1.54322		2		gapdb
	0.683692		0.469351		gapdb
	0.517095		0.210919		gapdb
	0.75878		0.418017		gapdb
	0.557239		0.237412		gapdb
	0.75878		0.418017		gapdb
	0.669617		0.398455		gapdb
	0.518772		0.174112		gapdb
	1.17096		1.36817		gapdb
	0.518772		0.196197		gapdb
	0.517095		0.210919		gapdb
	0.75878		0.418017		gapdb
	0.557239		0.237412		gapdb
	0.75878		0.418017		gapdb
	0.669617		0.398455		gapdb
	0.518772		0.174112		gapdb
	1.17096		1.36817		gapdb
	0.518772		0.196197		gapdb
	0.92796		0.888408		gapdb
	1.36168		1.76072		gapdb
	1.79456		2		gapdb
	1.79456		2		gapdb
	1.36168		1.76072		gapdb
	1.79456		2		gapdb
	1.20167		1.67833		gapdb
	0.930969		0.733373		gapdb
	2		2		gapdb
	0.930969		0.826398		gapdb
	0.681482		0.50457		gapdb
	1.3179		2		gapdb
	1.3179		2		gapdb
	0.734387		0.567948		gapdb
	1.3179		2		gapdb
	0.882491		0.953203		gapdb
	0.683692		0.416518		gapdb
	1.54322		2		gapdb
	0.683692		0.469351		gapdb
	0.517095		0.210919		gapdb
	0.75878		0.418017		gapdb
	0.557239		0.237412		gapdb
	0.75878		0.418017		gapdb
	0.669617		0.398455		gapdb
	0.518772		0.174112		gapdb
	1.17096		1.36817		gapdb
	0.518772		0.196197		gapdb
	0.772226		0.529341		gapdb
	1.13316		1.04909		gapdb
	1.49339		2		gapdb
	1.49339		2		gapdb
	0.832176		0.595831		gapdb
	1.13316		1.04909		gapdb
	1.49339		2		gapdb
	0.77473		0.436966		gapdb
	1.74871		2		gapdb
	0.77473		0.492394		gapdb
	0.996768		1.2114		gapdb
	1.46265		2		gapdb
	1.92763		2		gapdb
	1.92763		2		gapdb
	1.07415		1.36356		gapdb
	1.46265		2		gapdb
	1.92763		2		gapdb
	1.29077		2		gapdb
	2		2		gapdb
	1		1.12685		gapdb
	0.441598		0.154161		gapdb
	0.647996		0.305529		gapdb
	0.853997		0.730901		gapdb
	0.853997		0.730901		gapdb
	0.47588		0.173525		gapdb
	0.647996		0.305529		gapdb
	0.853997		0.730901		gapdb
	0.571851		0.291231		gapdb
	0.44303		0.127258		gapdb
	0.44303		0.1434		gapdb
	0.996768		1.07504		gapdb
	1.46265		2		gapdb
	1.92763		2		gapdb
	1.92763		2		gapdb
	1.07415		1.21007		gapdb
	1.46265		2		gapdb
	1.92763		2		gapdb
	1.29077		2		gapdb
	1		0.887433		gapdb
	2		2		gapdb
	0.517095		0.210919		ipdb
	0.75878		0.418017		ipdb
	1.07211		1.0579		ipdb
	0.557239		0.237412		ipdb
	0.75878		0.418017		ipdb
	0.669617		0.398455		ipdb
	0.518772		0.174112		ipdb
	1.17096		1.36817		ipdb
	0.518772		0.196197		ipdb
	1.93388		2		ipdb
	1.3179		2		ipdb
	0.932738		0.945268		ipdb
	1.79456		2		ipdb
	1.3179		2		ipdb
	1.49339		2		ipdb
	1.92763		2		ipdb
	0.853997		0.730901		ipdb
	1.92763		2		ipdb
	2		2		lmcut
	1.41294		2		lmcut
	0.482315		0.199375		lmcut
	0.707743		0.395138		lmcut
	0.932738		0.945268		lmcut
	0.932738		0.945268		lmcut
	0.519758		0.224418		lmcut
	0.707743		0.395138		lmcut
	0.932738		0.945268		lmcut
	0.624577		0.376647		lmcut
	0.483879		0.164582		lmcut
	1.0922		1.29329		lmcut
	0.483879		0.185459		lmcut
	1.07211		1.0579		lmcut
	1.07211		1.0579		lmcut
	1.92397		2		lmcut
	1.41294		2		lmcut
	1.07211		1.0579		lmcut
	1.60108		2		lmcut
	2		2		lmcut
	0.915581		0.773221		lmcut
	2		2		lmcut
	2		1.30755		gapdb
	2		2		gapdb
	2		2		gapdb
	2		2		gapdb
	1.06046		1.04142		gapdb
	2		1.30755		gapdb
	2		1.30755		gapdb
	1.14605		1.71723		gapdb
	2		1.79612		gapdb
	2		2		gapdb
	0.166577		0.764788		gapdb
	1.02358		1.83198		gapdb
	1.02358		1.83198		gapdb
	2		2		gapdb
	0.176647		0.796462		gapdb
	0.190906		1.31332		gapdb
	0.380933		1.37365		gapdb
	1.02358		1.83198		gapdb
	0.162739		0.417466		gapdb
	0.976961		0.545858		gapdb
	2		2		gapdb
	0.172578		0.434755		gapdb
	0.976961		0.545858		gapdb
	0.976961		0.545858		gapdb
	0.186507		0.716884		gapdb
	0.372157		0.749821		gapdb
	0.162739		0.417466		gapdb
	0.976961		0.545858		gapdb
	2		2		gapdb
	0.172578		0.434755		gapdb
	0.976961		0.545858		gapdb
	0.976961		0.545858		gapdb
	0.186507		0.716884		gapdb
	0.372157		0.749821		gapdb
	0.0732472		0.107714		gapdb
	0.43972		0.140841		gapdb
	0.45009		0.258018		gapdb
	0.45009		0.258018		gapdb
	0.0776754		0.112175		gapdb
	0.43972		0.140841		gapdb
	0.43972		0.140841		gapdb
	0.0839451		0.184969		gapdb
	0.167504		0.193467		gapdb
	0.45009		0.258018		gapdb
	0.94299		0.960232		gapdb
	2		1.25555		gapdb
	2		2		gapdb
	2		2		gapdb
	2		2		gapdb
	2		1.25555		gapdb
	2		1.25555		gapdb
	1.08072		1.64894		gapdb
	2		1.72469		gapdb
	2		2		gapdb
	0.166577		0.764788		gapdb
