	1.73281		2		gapdb
	2		1.89526		gapdb
	0.514257		1.89526		gapdb
	0.955863		1.89526		gapdb
	0.841636		1.89526		gapdb
	0.577097		0.280632		gapdb
	2		0.531872		gapdb
	0.296776		0.531872		gapdb
	2		0.280632		gapdb
	2		0.280632		gapdb
	0.551626		0.531872		gapdb
	0.641156		0.280632		gapdb
	0.517254		0.280632		gapdb
	0.485706		0.531872		gapdb
	0.0625689		0.527631		gapdb
	0.10842		1.88015		gapdb
	0.910356		0.527631		gapdb
	0.287119		0.527631		gapdb
	0.0695141		0.527631		gapdb
	0.0560806		0.527631		gapdb
	1.94455		0.527631		gapdb
	2		1.88015		gapdb
	2		0.527631		gapdb
	2		0.527631		gapdb
	2		0.527631		gapdb
	1.74291		0.527631		gapdb
	0.119096		2		gapdb
	1.09847		1.89526		gapdb
	0.0353449		1.89526		gapdb
	0.0656966		1.89526		gapdb
	0.0578457		1.89526		gapdb
	0.377613		2		gapdb
	2		1.89526		gapdb
	0.112067		1.89526		gapdb
	0.208301		1.89526		gapdb
	0.183409		1.89526		gapdb
	1.04618		0.527631		gapdb
	1.81282		1.88015		gapdb
	2		0.527631		gapdb
	2		0.527631		gapdb
	1.1623		0.527631		gapdb
	0.93769		0.527631		gapdb
	1.55968		2		gapdb
	2		1.89526		gapdb
	0.462877		1.89526		gapdb
	0.860361		1.89526		gapdb
	0.757547		1.89526		gapdb
	1.93329		2		gapdb
	2		1.89526		gapdb
	0.573754		1.89526		gapdb
	1.06645		1.89526		gapdb
	0.939009		1.89526		gapdb
	1.18816		0.527631		gapdb
	2		1.88015		gapdb
	2		0.527631		gapdb
	2		0.527631		gapdb
	1.32005		0.527631		gapdb
	1.06495		0.527631		gapdb
	0.0624621		0.280632		ipdb
	0.998294		0.531872		ipdb
	0.0321216		0.531872		ipdb
	0.908803		0.280632		ipdb
	0.286629		0.280632		ipdb
	0.0597052		0.531872		ipdb
	0.0693955		0.280632		ipdb
	0.055985		0.280632		ipdb
	0.0525704		0.531872		ipdb
	2		2		ipdb
	1.00171		1.88015		ipdb
	2		1.88015		ipdb
	1.10035		2		ipdb
	2		2		ipdb
	2		1.88015		ipdb
	2		2		ipdb
